file_path,dataset,raw_emotion,emotion,actor_id,gender,intensity,vocal_channel,split
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-08-01-02-02-12.wav,ravdess,08,surprise,12,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-08-02-01-02-12.wav,ravdess,08,surprise,12,female,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-04-02-01-01-12.wav,ravdess,04,sad,12,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-07-02-01-02-12.wav,ravdess,07,disgust,12,female,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-07-01-02-02-12.wav,ravdess,07,disgust,12,female,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-04-01-02-01-12.wav,ravdess,04,sad,12,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-06-02-02-01-12.wav,ravdess,06,fear,12,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-05-02-02-02-12.wav,ravdess,05,angry,12,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-05-01-01-02-12.wav,ravdess,05,angry,12,female,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-06-01-01-01-12.wav,ravdess,06,fear,12,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-01-01-01-01-12.wav,ravdess,01,neutral,12,female,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-02-01-01-02-12.wav,ravdess,02,calm,12,female,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-02-02-02-02-12.wav,ravdess,02,calm,12,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-03-01-02-01-12.wav,ravdess,03,happy,12,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-03-02-01-01-12.wav,ravdess,03,happy,12,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-08-02-02-02-12.wav,ravdess,08,surprise,12,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-08-01-01-02-12.wav,ravdess,08,surprise,12,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-05-01-02-02-12.wav,ravdess,05,angry,12,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-06-01-02-01-12.wav,ravdess,06,fear,12,female,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-06-02-01-01-12.wav,ravdess,06,fear,12,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-05-02-01-02-12.wav,ravdess,05,angry,12,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-07-01-01-02-12.wav,ravdess,07,disgust,12,female,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-04-01-01-01-12.wav,ravdess,04,sad,12,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-04-02-02-01-12.wav,ravdess,04,sad,12,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-07-02-02-02-12.wav,ravdess,07,disgust,12,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-03-02-02-01-12.wav,ravdess,03,happy,12,female,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-03-01-01-01-12.wav,ravdess,03,happy,12,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-02-02-01-02-12.wav,ravdess,02,calm,12,female,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-01-01-02-01-12.wav,ravdess,01,neutral,12,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-02-01-02-02-12.wav,ravdess,02,calm,12,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-03-02-01-02-12.wav,ravdess,03,happy,12,female,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-03-01-02-02-12.wav,ravdess,03,happy,12,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-02-02-02-01-12.wav,ravdess,02,calm,12,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-02-01-01-01-12.wav,ravdess,02,calm,12,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-01-01-01-02-12.wav,ravdess,01,neutral,12,female,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-08-02-01-01-12.wav,ravdess,08,surprise,12,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-08-01-02-01-12.wav,ravdess,08,surprise,12,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-06-01-01-02-12.wav,ravdess,06,fear,12,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-05-01-01-01-12.wav,ravdess,05,angry,12,female,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-05-02-02-01-12.wav,ravdess,05,angry,12,female,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-06-02-02-02-12.wav,ravdess,06,fear,12,female,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-04-01-02-02-12.wav,ravdess,04,sad,12,female,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-07-01-02-01-12.wav,ravdess,07,disgust,12,female,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-07-02-01-01-12.wav,ravdess,07,disgust,12,female,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_12/03-01-04-02-01-02-12.wav,ravdess,04,sad,12,female,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-08-02-02-01-15.wav,ravdess,08,surprise,15,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-08-01-01-01-15.wav,ravdess,08,surprise,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-06-01-02-02-15.wav,ravdess,06,fear,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-05-01-02-01-15.wav,ravdess,05,angry,15,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-05-02-01-01-15.wav,ravdess,05,angry,15,male,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-06-02-01-02-15.wav,ravdess,06,fear,15,male,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-04-01-01-02-15.wav,ravdess,04,sad,15,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-07-01-01-01-15.wav,ravdess,07,disgust,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-07-02-02-01-15.wav,ravdess,07,disgust,15,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-04-02-02-02-15.wav,ravdess,04,sad,15,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-03-02-02-02-15.wav,ravdess,03,happy,15,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-03-01-01-02-15.wav,ravdess,03,happy,15,male,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-02-02-01-01-15.wav,ravdess,02,calm,15,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-02-01-02-01-15.wav,ravdess,02,calm,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-01-01-02-02-15.wav,ravdess,01,neutral,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-03-02-01-01-15.wav,ravdess,03,happy,15,male,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-03-01-02-01-15.wav,ravdess,03,happy,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-02-02-02-02-15.wav,ravdess,02,calm,15,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-01-01-01-01-15.wav,ravdess,01,neutral,15,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-02-01-01-02-15.wav,ravdess,02,calm,15,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-08-02-01-02-15.wav,ravdess,08,surprise,15,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-08-01-02-02-15.wav,ravdess,08,surprise,15,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-05-01-01-02-15.wav,ravdess,05,angry,15,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-06-01-01-01-15.wav,ravdess,06,fear,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-06-02-02-01-15.wav,ravdess,06,fear,15,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-05-02-02-02-15.wav,ravdess,05,angry,15,male,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-07-01-02-02-15.wav,ravdess,07,disgust,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-04-01-02-01-15.wav,ravdess,04,sad,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-04-02-01-01-15.wav,ravdess,04,sad,15,male,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-07-02-01-02-15.wav,ravdess,07,disgust,15,male,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-01-01-02-01-15.wav,ravdess,01,neutral,15,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-02-01-02-02-15.wav,ravdess,02,calm,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-02-02-01-02-15.wav,ravdess,02,calm,15,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-03-01-01-01-15.wav,ravdess,03,happy,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-03-02-02-01-15.wav,ravdess,03,happy,15,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-08-01-01-02-15.wav,ravdess,08,surprise,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-08-02-02-02-15.wav,ravdess,08,surprise,15,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-04-02-02-01-15.wav,ravdess,04,sad,15,male,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-07-02-02-02-15.wav,ravdess,07,disgust,15,male,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-07-01-01-02-15.wav,ravdess,07,disgust,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-04-01-01-01-15.wav,ravdess,04,sad,15,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-06-02-01-01-15.wav,ravdess,06,fear,15,male,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-05-02-01-02-15.wav,ravdess,05,angry,15,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-05-01-02-02-15.wav,ravdess,05,angry,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-06-01-02-01-15.wav,ravdess,06,fear,15,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-08-01-02-01-15.wav,ravdess,08,surprise,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-08-02-01-01-15.wav,ravdess,08,surprise,15,male,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-07-02-01-01-15.wav,ravdess,07,disgust,15,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-04-02-01-02-15.wav,ravdess,04,sad,15,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-04-01-02-02-15.wav,ravdess,04,sad,15,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-07-01-02-01-15.wav,ravdess,07,disgust,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-05-02-02-01-15.wav,ravdess,05,angry,15,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-06-02-02-02-15.wav,ravdess,06,fear,15,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-06-01-01-02-15.wav,ravdess,06,fear,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-05-01-01-01-15.wav,ravdess,05,angry,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-02-01-01-01-15.wav,ravdess,02,calm,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-01-01-01-02-15.wav,ravdess,01,neutral,15,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-02-02-02-01-15.wav,ravdess,02,calm,15,male,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-03-01-02-02-15.wav,ravdess,03,happy,15,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_15/03-01-03-02-01-02-15.wav,ravdess,03,happy,15,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-07-02-01-01-23.wav,ravdess,07,disgust,23,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-04-02-01-02-23.wav,ravdess,04,sad,23,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-04-01-02-02-23.wav,ravdess,04,sad,23,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-07-01-02-01-23.wav,ravdess,07,disgust,23,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-05-02-02-01-23.wav,ravdess,05,angry,23,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-06-02-02-02-23.wav,ravdess,06,fear,23,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-06-01-01-02-23.wav,ravdess,06,fear,23,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-05-01-01-01-23.wav,ravdess,05,angry,23,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-08-01-02-01-23.wav,ravdess,08,surprise,23,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-08-02-01-01-23.wav,ravdess,08,surprise,23,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-02-01-01-01-23.wav,ravdess,02,calm,23,male,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-01-01-01-02-23.wav,ravdess,01,neutral,23,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-02-02-02-01-23.wav,ravdess,02,calm,23,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-03-01-02-02-23.wav,ravdess,03,happy,23,male,normal,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-03-02-01-02-23.wav,ravdess,03,happy,23,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-01-01-02-01-23.wav,ravdess,01,neutral,23,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-02-01-02-02-23.wav,ravdess,02,calm,23,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-02-02-01-02-23.wav,ravdess,02,calm,23,male,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-03-01-01-01-23.wav,ravdess,03,happy,23,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-03-02-02-01-23.wav,ravdess,03,happy,23,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-04-02-02-01-23.wav,ravdess,04,sad,23,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-07-02-02-02-23.wav,ravdess,07,disgust,23,male,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-07-01-01-02-23.wav,ravdess,07,disgust,23,male,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-04-01-01-01-23.wav,ravdess,04,sad,23,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-06-02-01-01-23.wav,ravdess,06,fear,23,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-05-02-01-02-23.wav,ravdess,05,angry,23,male,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-05-01-02-02-23.wav,ravdess,05,angry,23,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-06-01-02-01-23.wav,ravdess,06,fear,23,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-08-01-01-02-23.wav,ravdess,08,surprise,23,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-08-02-02-02-23.wav,ravdess,08,surprise,23,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-03-02-01-01-23.wav,ravdess,03,happy,23,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-03-01-02-01-23.wav,ravdess,03,happy,23,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-02-02-02-02-23.wav,ravdess,02,calm,23,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-01-01-01-01-23.wav,ravdess,01,neutral,23,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-02-01-01-02-23.wav,ravdess,02,calm,23,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-05-01-01-02-23.wav,ravdess,05,angry,23,male,normal,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-06-01-01-01-23.wav,ravdess,06,fear,23,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-06-02-02-01-23.wav,ravdess,06,fear,23,male,strong,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-05-02-02-02-23.wav,ravdess,05,angry,23,male,strong,speech,val
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-07-01-02-02-23.wav,ravdess,07,disgust,23,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-04-01-02-01-23.wav,ravdess,04,sad,23,male,normal,speech,train
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-04-02-01-01-23.wav,ravdess,04,sad,23,male,strong,speech,test
/Users/harshmac/Desktop/Emotion Recognition/speech-emotion-recognition/backend/dataset/raw/ravdess/Actor_23/03-01-07-02-01-02-23.wav,ravdess,07,disgust,23,male,strong,speech,train
